Text-values,Numerical-values
Notification 000210299658 is not locked,[[  11 1825    2    4   10]]
09.09.2020 14:27:11  - Invalid User status E0019 for mobile status ACCP,[[ 25  25   5  79 157  73   7   6   1  14   3   9   1  12]]
09.09.2020 14:35:09  - Invalid User status E0019 for mobile status ACCP,[[ 25  25   5  79 159  25   7   6   1  14   3   9   1  12]]
09.09.2020 14:35:18  - Invalid User status E0019 for mobile status ACCP,[[ 25  25   5  79 159 114   7   6   1  14   3   9   1  12]]
Notification 000220414322 is not locked,[[  11 1826    2    4   10]]
Notification 000220412134 is not locked,[[  11 1827    2    4   10]]
Notification 000210298122 is not locked,[[  11 1828    2    4   10]]
29.07.2020 22:29:07  - Invalid User status E0019 for mobile status ACCP,[[92  8  5 68 92  8  7  6  1 14  3  9  1 12]]
29.07.2020 22:32:35  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  68 197 159   7   6   1  14   3   9   1  12]]
29.07.2020 22:34:31  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  68 212 164   7   6   1  14   3   9   1  12]]
29.07.2020 22:42:49  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  68 205 206   7   6   1  14   3   9   1  12]]
29.07.2020 22:43:59  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  68 210 195   7   6   1  14   3   9   1  12]]
29.07.2020 22:44:09  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  68 215  25   7   6   1  14   3   9   1  12]]
Notification 000210295960 is not locked,[[  11 1829    2    4   10]]
03.08.2020 15:10:09  - Invalid User status E0019 for mobile status ACCP,[[89 15  5 18 29 25  7  6  1 14  3  9  1 12]]
03.08.2020 17:26:57  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  87 221   7   6   1  14   3   9   1  12]]
03.08.2020 17:29:00  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  92  43   7   6   1  14   3   9   1  12]]
03.08.2020 17:30:38  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  16 203   7   6   1  14   3   9   1  12]]
24.08.2020 07:35:35  - Invalid User status E0019 for mobile status ACCP,[[ 35  15   5   8 159 159   7   6   1  14   3   9   1  12]]
07/27/2020 09:35:14  - Invalid User status E0019 for mobile status ACCP,[[  8 157   5  25 159  79   7   6   1  14   3   9   1  12]]
28.07.2020 22:42:29  - Invalid User status E0019 for mobile status ACCP,[[158   8   5  68 205  92   7   6   1  14   3   9   1  12]]
Notification 000210295940 is not locked,[[  11 1830    2    4   10]]
29.07.2020 02:50:54  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  96 196 162   7   6   1  14   3   9   1  12]]
29.07.2020 02:51:38  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  96 193 203   7   6   1  14   3   9   1  12]]
29.07.2020 22:38:02  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  68 203  96   7   6   1  14   3   9   1  12]]
29.07.2020 22:44:35  - Invalid User status E0019 for mobile status ACCP,[[ 92   8   5  68 215 159   7   6   1  14   3   9   1  12]]
03.08.2020 15:07:07  - Invalid User status E0019 for mobile status ACCP,[[89 15  5 18  8  8  7  6  1 14  3  9  1 12]]
03.08.2020 15:09:47  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5  18  25 211   7   6   1  14   3   9   1  12]]
03.08.2020 17:22:53  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  68 192   7   6   1  14   3   9   1  12]]
03.08.2020 17:27:50  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106 157 196   7   6   1  14   3   9   1  12]]
03.08.2020 17:29:45  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  92 143   7   6   1  14   3   9   1  12]]
03.08.2020 17:31:46  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106 164 218   7   6   1  14   3   9   1  12]]
21.09.2020 09:41:12  - Invalid User status E0019 for mobile status ACCP,[[ 34  25   5  25 189 120   7   6   1  14   3   9   1  12]]
21.09.2020 09:41:48  - Invalid User status E0019 for mobile status ACCP,[[ 34  25   5  25 189 219   7   6   1  14   3   9   1  12]]
22.09.2020 00:03:10  - Invalid User status E0019 for mobile status ACCP,[[68 25  5 43 89 29  7  6  1 14  3  9  1 12]]
20.08.2020 16:53:49  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 192 206   7   6   1  14   3   9   1  12]]
20.08.2020 16:54:50  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 162 196   7   6   1  14   3   9   1  12]]
20.08.2020 16:57:26  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 221  87   7   6   1  14   3   9   1  12]]
20.08.2020 17:00:24  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 106  43  35   7   6   1  14   3   9   1  12]]
21.09.2020 09:38:04  - Invalid User status E0019 for mobile status ACCP,[[ 34  25   5  25 203 161   7   6   1  14   3   9   1  12]]
Notification 000210301231 is not locked,[[  11 1831    2    4   10]]
Notification 000220413728 is not locked,[[  11 1832    2    4   10]]
Notification 000220413752 is not locked,[[  11 1833    2    4   10]]
Notification 000210298936 is not locked,[[  11 1834    2    4   10]]
Notification 000210298259 is not locked,[[  11 1835    2    4   10]]
27.08.2020 08:41:48  - Invalid User status E0019 for mobile status ACCP,[[157  15   5  15 189 219   7   6   1  14   3   9   1  12]]
27.08.2020 08:45:27  - Invalid User status E0019 for mobile status ACCP,[[157  15   5  15 143 157   7   6   1  14   3   9   1  12]]
27.08.2020 08:46:42  - Invalid User status E0019 for mobile status ACCP,[[157  15   5  15 218 205   7   6   1  14   3   9   1  12]]
Notification 000220413447 is not locked,[[  11 1836    2    4   10]]
03.09.2020 21:07:23  - Invalid User status E0019 for mobile status ACCP,[[89 25  5 34  8 19  7  6  1 14  3  9  1 12]]
03.09.2020 21:09:08  - Invalid User status E0019 for mobile status ACCP,[[89 25  5 34 25 15  7  6  1 14  3  9  1 12]]
19.09.2020 14:38:00  - Invalid User status E0019 for mobile status ACCP,[[ 61  25   5  79 203  43   7   6   1  14   3   9   1  12]]
21.09.2020 22:50:18  - Invalid User status E0019 for mobile status ACCP,[[ 34  25   5  68 196 114   7   6   1  14   3   9   1  12]]
21.09.2020 22:59:53  - Invalid User status E0019 for mobile status ACCP,[[ 34  25   5  68 195 192   7   6   1  14   3   9   1  12]]
Notification 000220415210 is not locked,[[  11 1837    2    4   10]]
Notification 000210295865 is not locked,[[  11 1838    2    4   10]]
03.08.2020 15:08:31  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5  18  15 164   7   6   1  14   3   9   1  12]]
03.08.2020 17:26:11  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  87  73   7   6   1  14   3   9   1  12]]
03.08.2020 17:28:18  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106 158 114   7   6   1  14   3   9   1  12]]
03.08.2020 17:30:09  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  16  25   7   6   1  14   3   9   1  12]]
03.08.2020 17:33:10  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106 217  29   7   6   1  14   3   9   1  12]]
Notification 000210298248 is not locked,[[  11 1839    2    4   10]]
Notification 000210298486 is not locked,[[  11 1840    2    4   10]]
03.08.2020 15:10:33  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5  18  29 217   7   6   1  14   3   9   1  12]]
03.08.2020 17:21:41  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  34 189   7   6   1  14   3   9   1  12]]
03.08.2020 17:26:35  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  87 159   7   6   1  14   3   9   1  12]]
03.08.2020 17:28:37  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106 158 199   7   6   1  14   3   9   1  12]]
03.08.2020 17:30:18  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106  16 114   7   6   1  14   3   9   1  12]]
03.08.2020 17:34:06  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5 106 212 115   7   6   1  14   3   9   1  12]]
03.08.2020 22:25:27  - Invalid User status E0019 for mobile status ACCP,[[ 89  15   5  68 154 157   7   6   1  14   3   9   1  12]]
04.08.2020 14:53:10  - Invalid User status E0019 for mobile status ACCP,[[161  15   5  79 192  29   7   6   1  14   3   9   1  12]]
04.08.2020 14:54:08  - Invalid User status E0019 for mobile status ACCP,[[161  15   5  79 162  15   7   6   1  14   3   9   1  12]]
14.08.2020 15:44:23  - Invalid User status E0019 for mobile status ACCP,[[ 79  15   5  18 215  19   7   6   1  14   3   9   1  12]]
Notification 000210297329 is not locked,[[  11 1841    2    4   10]]
Notification 000210297277 is not locked,[[  11 1842    2    4   10]]
Notification 000210292541 is not locked,[[  11 1843    2    4   10]]
30.06.2020 05:01:32  - Invalid User status E0019 for mobile status ACCP,[[ 16 115   5 107 209 197   7   6   1  14   3   9   1  12]]
Notification 000220409378 is not locked,[[  11 1844    2    4   10]]
02.07.2020 07:03:12  - Invalid User status E0019 for mobile status ACCP,[[ 96   8   5   8  89 120   7   6   1  14   3   9   1  12]]
Notification 000210297443 is not locked,[[  11 1845    2    4   10]]
24.08.2020 06:49:10  - Invalid User status E0019 for mobile status ACCP,[[ 35  15   5 115 206  29   7   6   1  14   3   9   1  12]]
Notification 000210298032 is not locked,[[  11 1846    2    4   10]]
07.09.2020 19:08:47  - Invalid User status E0019 for mobile status ACCP,[[  8  25   5  61  15 211   7   6   1  14   3   9   1  12]]
07.09.2020 19:54:51  - Invalid User status E0019 for mobile status ACCP,[[  8  25   5  61 162 193   7   6   1  14   3   9   1  12]]
Notification 000210299759 is not locked,[[  11 1847    2    4   10]]
07.08.2020 07:10:35  - Invalid User status E0019 for mobile status ACCP,[[  8  15   5   8  29 159   7   6   1  14   3   9   1  12]]
Notification 000210298959 is not locked,[[  11 1848    2    4   10]]
Notification 000210294897 is not locked,[[  11 1849    2    4   10]]
Notification 000210297468 is not locked,[[  11 1850    2    4   10]]
Notification 002000697913 is not locked,[[  11 1851    2    4   10]]
20.08.2020 16:34:40  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 212 163   7   6   1  14   3   9   1  12]]
20.08.2020 16:34:51  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 212 193   7   6   1  14   3   9   1  12]]
20.08.2020 16:36:57  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 200 221   7   6   1  14   3   9   1  12]]
20.08.2020 16:37:10  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 199  29   7   6   1  14   3   9   1  12]]
20.08.2020 16:37:21  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 199  34   7   6   1  14   3   9   1  12]]
20.08.2020 16:37:54  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 199 162   7   6   1  14   3   9   1  12]]
20.08.2020 16:38:12  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 203 120   7   6   1  14   3   9   1  12]]
20.08.2020 16:38:22  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 203  68   7   6   1  14   3   9   1  12]]
20.08.2020 16:38:35  - Invalid User status E0019 for mobile status ACCP,[[ 69  15   5 102 203 159   7   6   1  14   3   9   1  12]]
26.07.2020 06:32:17  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115 197 106   7   6   1  14   3   9   1  12]]
26.07.2020 06:32:29  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115 197  92   7   6   1  14   3   9   1  12]]
26.07.2020 06:32:35  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115 197 159   7   6   1  14   3   9   1  12]]
26.07.2020 06:32:43  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115 197 210   7   6   1  14   3   9   1  12]]
Notification 000210295109 is not locked,[[  11 1852    2    4   10]]
Notification 000220411260 is not locked,[[  11 1853    2    4   10]]
20.09.2020 14:40:20  - Invalid User status E0019 for mobile status ACCP,[[ 69  25   5  79 163  69   7   6   1  14   3   9   1  12]]
20.09.2020 14:40:52  - Invalid User status E0019 for mobile status ACCP,[[ 69  25   5  79 163 208   7   6   1  14   3   9   1  12]]
20.09.2020 14:50:03  - Invalid User status E0019 for mobile status ACCP,[[ 69  25   5  79 196  89   7   6   1  14   3   9   1  12]]
22.09.2020 00:06:04  - Invalid User status E0019 for mobile status ACCP,[[ 68  25   5  43 115 161   7   6   1  14   3   9   1  12]]
Notification 000210301020 is not locked,[[  11 1854    2    4   10]]
Notification 000210301352 is not locked,[[  11 1855    2    4   10]]
Notification 002000708715 is not locked,[[  11 1856    2    4   10]]
Notification 000210301590 is not locked,[[  11 1857    2    4   10]]
Notification 000210301506 is not locked,[[  11 1858    2    4   10]]
Notification 002000708713 is not locked,[[  11 1859    2    4   10]]
Notification 000210301574 is not locked,[[  11 1860    2    4   10]]
06.09.2020 17:14:39  - Invalid User status E0019 for mobile status ACCP,[[115  25   5 106  79 188   7   6   1  14   3   9   1  12]]
Notification 000210299480 is not locked,[[  11 1861    2    4   10]]
Notification 002000702297 is not locked,[[  11 1862    2    4   10]]
Notification 000210299820 is not locked,[[  11 1863    2    4   10]]
Notification 000210299789 is not locked,[[  11 1864    2    4   10]]
Notification 000220414250 is not locked,[[  11 1865    2    4   10]]
19.08.2020 12:23:53  - Invalid User status E0019 for mobile status ACCP,[[ 61  15   5 120  19 192   7   6   1  14   3   9   1  12]]
Notification 000210297546 is not locked,[[  11 1866    2    4   10]]
Notification 000210297690 is not locked,[[  11 1867    2    4   10]]
Notification 000220414439 is not locked,[[  11 1868    2    4   10]]
Notification 000210300206 is not locked,[[  11 1869    2    4   10]]
26.07.2020 06:26:05  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115  87 107   7   6   1  14   3   9   1  12]]
26.07.2020 06:26:26  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115  87  87   7   6   1  14   3   9   1  12]]
26.07.2020 06:26:52  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115  87 208   7   6   1  14   3   9   1  12]]
26.07.2020 06:27:24  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115 157  35   7   6   1  14   3   9   1  12]]
26.07.2020 06:28:02  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115 158  96   7   6   1  14   3   9   1  12]]
26.07.2020 06:28:29  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115 158  92   7   6   1  14   3   9   1  12]]
26.07.2020 06:29:15  - Invalid User status E0019 for mobile status ACCP,[[ 87   8   5 115  92  18   7   6   1  14   3   9   1  12]]
Notification 000220411949 is not locked,[[  11 1870    2    4   10]]
Notification 000210296400 is not locked,[[  11 1871    2    4   10]]
Notification 000220412180 is not locked,[[  11 1872    2    4   10]]
Notification 000210300600 is not locked,[[  11 1873    2    4   10]]
20.09.2020 14:40:40  - Invalid User status E0019 for mobile status ACCP,[[ 69  25   5  79 163 163   7   6   1  14   3   9   1  12]]
20.09.2020 14:40:59  - Invalid User status E0019 for mobile status ACCP,[[ 69  25   5  79 163 195   7   6   1  14   3   9   1  12]]
21.09.2020 23:11:49  - Invalid User status E0019 for mobile status ACCP,[[ 34  25   5  19  73 206   7   6   1  14   3   9   1  12]]
21.09.2020 23:12:48  - Invalid User status E0019 for mobile status ACCP,[[ 34  25   5  19 120 219   7   6   1  14   3   9   1  12]]
Notification 000210301301 is not locked,[[  11 1874    2    4   10]]
Notification 000210301312 is not locked,[[  11 1875    2    4   10]]
Notification 000220413742 is not locked,[[  11 1876    2    4   10]]
Notification 000220413880 is not locked,[[  11 1877    2    4   10]]
Notification 000220410555 is not locked,[[  11 1878    2    4   10]]
